"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
1018195,"December 31, 2017",Michigan,Detroit,"Gratiot and 7 Mile",0,1,N/A,42.435077,-82.977696,0.8,intersection,,"E 7 Mile Rd",,,Detroit,MI,"Wayne County",48205,US,"TIGER/Line® dataset from the US Census Bureau"
1018193,"December 31, 2017",Michigan,Detroit,"Dix and Woodmere",0,1,N/A,42.316907,-83.132468,0.8,intersection,,"Dix Ave",,,Detroit,MI,"Wayne County",48209,US,"TIGER/Line® dataset from the US Census Bureau"
1019420,"December 31, 2017",Washington,Seattle,N/A,0,0,N/A,47.610902,-122.336422,1,place,,,,,Seattle,WA,"King County",98101,US,"TIGER/Line® dataset from the US Census Bureau"
1018271,"December 31, 2017","District of Columbia",Washington,"600 block of Newton St NW",0,1,N/A,38.911936,-77.016719,0.33,place,,,,,Washington,DC,"District of Columbia",20001,US,"TIGER/Line® dataset from the US Census Bureau"
1018168,"December 31, 2017","New York",Rochester,"Walnut St",0,0,N/A,43.159554,-77.630917,1,street_center,,"Walnut St",,,Rochester,NY,"Monroe County",14608,US,"TIGER/Line® dataset from the US Census Bureau"
1018317,"December 31, 2017",Pennsylvania,York,"100 block of W Maple St",0,1,N/A,39.962998,-76.727139,0.33,place,,,,,York,PA,"York County",17401,US,"TIGER/Line® dataset from the US Census Bureau"
1019007,"December 31, 2017",Florida,Pensacola,"2607 E Olive Rd",0,0,N/A,30.509498,-87.208043,1,rooftop,2607,"E Olive Rd",,,Pensacola,FL,"Escambia County",32514,US,Escambia
1033116,"December 31, 2017",Indiana,Indianapolis,"6700 block of W Hollow Run Dr",0,0,N/A,39.775092,-86.13216,0.33,place,,,,,Indianapolis,IN,"Marion County",46201,US,"TIGER/Line® dataset from the US Census Bureau"
1036643,"December 31, 2017","New York",Bronx,N/A,0,1,N/A,40.863028,-73.799802,1,place,,,,,Bronx,NY,"Bronx County",10464,US,"TIGER/Line® dataset from the US Census Bureau"
1017422,"December 31, 2017",Illinois,Chicago,"2335 Howard St",0,4,N/A,42.019378,-87.689031,1,range_interpolation,2335,"Howard St",,,Chicago,IL,"Cook County",60645,US,"TIGER/Line® dataset from the US Census Bureau"
1017760,"December 31, 2017",Florida,"Boynton Beach","200 Block of NW 3rd Ave",2,0,N/A,26.645895,-80.430269,0.33,place,,,,,"Boynton Beach",FL,"Palm Beach County",33424,US,"TIGER/Line® dataset from the US Census Bureau"
1017393,"December 31, 2017","West Virginia",Flemington,"45 High St",1,0,N/A,39.263735,-80.130991,1,rooftop,45,"High St",,,Cairo,WV,"Taylor County",26337,US,Harrison
1020900,"December 31, 2017",Florida,"Fort Pierce","601 N 25th St",0,1,N/A,27.455102,-80.350246,1,rooftop,601,"N 25th St",,,"Fort Pierce",FL,"St. Lucie County",34947,US,"St Lucie"
1020202,"December 31, 2017",Ohio,"South Webster","500 block of Jackson Fork Rd",0,1,N/A,38.819687,-82.727978,0.33,place,,,,,"South Webster",OH,"Scioto County",45682,US,"TIGER/Line® dataset from the US Census Bureau"
1020146,"December 31, 2017",Georgia,Snellville,"1500 block of Scenic Hwy N",0,1,N/A,33.817803,-84.022911,0.33,place,,,,,Snellville,GA,"Gwinnett County",30039,US,"TIGER/Line® dataset from the US Census Bureau"
1018336,"December 31, 2017",Ohio,Groveport,"4000 block of Yukon Ave",1,0,N/A,39.84692,-82.88487,0.33,place,,,,,Groveport,OH,"Franklin County",43125,US,"TIGER/Line® dataset from the US Census Bureau"
1019342,"December 31, 2017",Georgia,Cartersville,"2 Cain Dr",0,0,N/A,34.194736,-84.781273,1,rooftop,2,"Cain Dr",,,Cartersville,GA,"Bartow County",30121,US,Bartow
1021943,"December 31, 2017",Alabama,Selma,"300 block of Gaines Avenue",0,1,N/A,32.43372,-87.055532,0.33,place,,,,,Selma,AL,"Dallas County",36701,US,"TIGER/Line® dataset from the US Census Bureau"
1018083,"December 31, 2017",Texas,Houston,"1200 Louisiana St",0,0,N/A,29.756654,-95.369457,1,rooftop,1200,"Louisiana St",,,Houston,TX,"Harris County",77002,US,"Greater Houston"
1020177,"December 31, 2017","South Carolina",Orangeburg,"Clarendon St",0,0,N/A,33.493579,-80.84677,0.78,street_center,,"Clarendon St SE",,,Orangeburg,SC,"Orangeburg County",29115,US,"TIGER/Line® dataset from the US Census Bureau"
1018043,"December 31, 2017","New York",Rochester,"Ackerman St",0,0,N/A,43.168814,-77.575998,1,street_center,,"Ackerman St",,,Rochester,NY,"Monroe County",14609,US,"TIGER/Line® dataset from the US Census Bureau"
1018118,"December 31, 2017","New Jersey","Long Branch","635 Wall St",4,0,N/A,40.292498,-74.003151,1,rooftop,635,"Wall St",,,"Long Branch",NJ,"Monmouth County",07740,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
1018038,"December 31, 2017",Texas,Dallas,"3600 block of Odessa St",0,0,N/A,32.861429,-97.010883,1,rooftop,3600,Block,,,Irving,TX,"Dallas County",75038,US,Tarrant
1017855,"December 31, 2017",Florida,Orlando,"I-4 and Conroy Rd",0,2,N/A,28.524681,-81.386615,0.68,intersection,,"Conroy St",,,Orlando,FL,"Orange County",32805,US,"TIGER/Line® dataset from the US Census Bureau"
1017545,"December 31, 2017",Pennsylvania,Harrisburg,"1900 block of Brookwood St",1,1,N/A,40.258655,-76.894376,0.33,place,,,,,Harrisburg,PA,"Dauphin County",17101,US,"TIGER/Line® dataset from the US Census Bureau"
1017914,"December 31, 2017","New Jersey",Newark,"2nd St and Central Ave",1,0,N/A,40.747311,-74.189781,1,intersection,,"2nd St",,,Newark,NJ,"Essex County",07107,US,"TIGER/Line® dataset from the US Census Bureau"
1018373,"December 31, 2017",Nevada,"Las Vegas","Alexander Rd and Lamb Blvd",1,0,N/A,36.232695,-115.080159,0.8,intersection,,"E Alexander Rd",,,"Las Vegas",NV,"Clark County",89115,US,"TIGER/Line® dataset from the US Census Bureau"
1018032,"December 31, 2017","South Carolina",Columbia,"Bluff Rd",1,0,N/A,33.934361,-80.972482,1,street_center,,"Bluff Rd",,,Columbia,SC,"Richland County",29209,US,"TIGER/Line® dataset from the US Census Bureau"
1018151,"December 31, 2017",Florida,Jacksonville,"34th St and Wilson St",1,0,N/A,30.365617,-81.681407,0.8,intersection,,"W 34th St",,,Jacksonville,FL,"Duval County",32209,US,"TIGER/Line® dataset from the US Census Bureau"
1018019,"December 31, 2017",Nevada,"Las Vegas","1200 block of Parliament Pl",0,1,N/A,36.17372,-115.10647,0.33,place,,,,,"Las Vegas",NV,"Clark County",89101,US,"TIGER/Line® dataset from the US Census Bureau"
1026102,"December 31, 2017",Oklahoma,Enid,"1610 S Van Buren St",0,0,N/A,36.379779,-97.890641,1,rooftop,1610,"S Van Buren St",,,Enid,OK,"Garfield County",73703,US,"Garfield County G"
1018016,"December 31, 2017",California,"Los Angeles","5600 San Vicente Blvd",0,1,N/A,34.05407,-118.354746,1,range_interpolation,5600,"San Vicente Blvd",,,"Los Angeles",CA,"Los Angeles County",90019,US,"TIGER/Line® dataset from the US Census Bureau"
1018261,"December 31, 2017",Massachusetts,Lawrence,"170 Reservoir St",1,0,N/A,42.707275,-71.181204,0.63,nearest_rooftop_match,83,"Reservoir St",,,Lawrence,MA,"Essex County",01841,US,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT"
1018014,"December 31, 2017","South Carolina",Florence,"200 Block of E Liberty St",0,0,N/A,34.205933,-79.82626,0.33,place,,,,,Florence,SC,"Florence County",29501,US,"TIGER/Line® dataset from the US Census Bureau"
1018012,"December 31, 2017",Alabama,Mobile,"Rose Lane",0,1,N/A,30.657863,-88.155807,1,street_center,,"Rose Ln",,,Mobile,AL,"Mobile County",36609,US,"TIGER/Line® dataset from the US Census Bureau"
1016980,"December 30, 2017",Nevada,"Las Vegas","740 S Decatur Blvd",3,0,N/A,36.163771,-115.20704,1,rooftop,740,"S Decatur Blvd",,,"Las Vegas",NV,"Clark County",89107,US,"Las Vegas"
1018000,"December 30, 2017",Texas,"Corpus Christi","802 Barry St",0,0,N/A,27.727889,-97.378362,1,rooftop,802,"Barry St",,,"Corpus Christi",TX,"Nueces County",78411,US,Nueces
1018862,"December 30, 2017",Kentucky,Lexington,"500 block of Ohio St",0,0,N/A,38.016674,-84.486043,0.33,place,,,,,Lexington,KY,"Fayette County",40502,US,"TIGER/Line® dataset from the US Census Bureau"
1018827,"December 30, 2017",Indiana,Bloomington,"4300 block of E Paynetown Rd",0,1,N/A,39.07881,-86.435094,0.33,place,,,,,Bloomington,IN,"Monroe County",47401,US,"TIGER/Line® dataset from the US Census Bureau"
1016955,"December 30, 2017",Utah,"Salt Lake City (South Salt Lake)","2694 State St",0,1,N/A,40.712723,-111.888403,1,range_interpolation,2694,"State St",,,"South Salt Lake",UT,"Salt Lake County",84115,US,"TIGER/Line® dataset from the US Census Bureau"
1017990,"December 30, 2017",Georgia,Atlanta,"2841 Greenbriar Pkwy SW",0,1,N/A,33.68658,-84.498039,1,rooftop,2841,"Greenbriar Pkwy SW",,,Atlanta,GA,"Fulton County",30331,US,Fulton
1055854,"December 30, 2017",Kentucky,Paducah,"3100 block of Harrison St",0,0,N/A,37.031586,-88.713292,0.33,place,,,,,Paducah,KY,"McCracken County",42001,US,"TIGER/Line® dataset from the US Census Bureau"
1017017,"December 30, 2017",Tennessee,Nashville,"3928 Patton Hill Rd",0,1,N/A,36.249364,-86.772853,1,rooftop,3928,"Patton Hill Rd",,,Nashville,TN,"Davidson County",37207,US,"City of Nashville"
1020032,"December 30, 2017",Oregon,"Klamath Falls","US 97 and Oregon Ave",0,0,N/A,42.2388,-121.795421,0.72,intersection,,"Oregon Ave",,,"Klamath Falls",OR,"Klamath County",97601,US,"TIGER/Line® dataset from the US Census Bureau"
1020026,"December 30, 2017","North Carolina",Southmont,"214 Fern Creek Dr",0,0,N/A,35.713514,-80.259141,1,rooftop,214,"Fern Creek Dr",,,Lexington,NC,"Davidson County",27292,US,"NC Geographic Information Coordinating Council"
1017182,"December 30, 2017",Oregon,Portland,"13000 block of NE Prescott Dr",0,0,N/A,45.507856,-122.690794,0.33,place,,,,,Portland,OR,"Multnomah County",97201,US,"TIGER/Line® dataset from the US Census Bureau"
1023602,"December 30, 2017",Washington,Auburn,"200 block of F St SW",1,0,N/A,47.309496,-122.264469,0.33,place,,,,,Auburn,WA,"King County",98001,US,"TIGER/Line® dataset from the US Census Bureau"
1017108,"December 30, 2017",Louisiana,"New Orleans","1800 block of Esplanade Ave",0,1,N/A,29.958304,-90.077,0.33,place,,,,,"New Orleans",LA,"Orleans Parish",70112,US,"TIGER/Line® dataset from the US Census Bureau"
1020734,"December 30, 2017",Illinois,Aurora,"1000 N Highland Ave",0,0,N/A,41.777227,-88.329506,1,range_interpolation,1000,"N Highland Ave",,,Aurora,IL,"Kane County",60506,US,"TIGER/Line® dataset from the US Census Bureau"
1017226,"December 30, 2017",Alaska,Anchorage,"100 block of Oklahoma St",1,0,N/A,61.220018,-149.855702,0.33,place,,,,,Anchorage,AK,"Anchorage Municipality",99501,US,"TIGER/Line® dataset from the US Census Bureau"
1017834,"December 30, 2017",Nebraska,Omaha,"6015 Binney St",0,0,N/A,41.285644,-96.005482,1,rooftop,6015,"Binney St",,,Omaha,NE,"Douglas County",68104,US,Douglas
1019379,"December 30, 2017",Indiana,Lakeville,"305 S Michigan St",0,0,N/A,41.522079,-86.275889,1,rooftop,305,"Michigan St",,,Lakeville,IN,"St. Joseph County",46536,US,"St Joseph"
1018044,"December 30, 2017",Massachusetts,Lawrence,N/A,0,0,N/A,42.70734,-71.161052,1,place,,,,,Lawrence,MA,"Essex County",01840,US,"TIGER/Line® dataset from the US Census Bureau"
1017101,"December 30, 2017",Alabama,Springville,I-59,0,1,N/A,33.725193,-86.503659,0.6,street_center,,I-59,,,Springville,AL,"St. Clair County",35146,US,"TIGER/Line® dataset from the US Census Bureau"
1018004,"December 30, 2017",Texas,Crowell,"407 North First St",1,0,N/A,33.987391,-99.72403,1,rooftop,407,"N 1st St",,,Crowell,TX,"Foard County",79227,US,Foard
1017988,"December 30, 2017","North Carolina",Ernul,"585 Aurora Rd",1,1,N/A,35.227161,-77.051812,1,rooftop,585,"Aurora Rd",,,Ernul,NC,"Craven County",28527,US,Craven
1021941,"December 30, 2017",Alabama,Selma,N/A,0,1,N/A,32.43372,-87.055532,1,place,,,,,Selma,AL,"Dallas County",36701,US,"TIGER/Line® dataset from the US Census Bureau"
1017946,"December 30, 2017",Florida,Sarasota,"2300 Block of University Pkwy",0,3,N/A,27.335023,-82.537169,0.33,place,,,,,Sarasota,FL,"Sarasota County",34230,US,"TIGER/Line® dataset from the US Census Bureau"
1017143,"December 30, 2017",Maryland,Baltimore,N/A,0,1,N/A,39.296536,-76.623489,1,place,,,,,Baltimore,MD,"Baltimore City",21201,US,"TIGER/Line® dataset from the US Census Bureau"
1017063,"December 30, 2017",California,Oakland,"3400 block of High St",1,0,N/A,37.786027,-122.223779,0.33,place,,,,,Oakland,CA,"Alameda County",94601,US,"TIGER/Line® dataset from the US Census Bureau"
1018877,"December 30, 2017",Kansas,Wichita,"1500 block of N Gentry",0,1,N/A,37.709569,-97.503646,0.7,nearest_rooftop_match,1502,"N Bellick St",,,Wichita,KS,"Sedgwick County",67235,US,"City of Wichita"
1017617,"December 30, 2017",Pennsylvania,York,"1400 W Market St",0,0,N/A,39.95334,-76.759356,1,rooftop,1400,"W Market St",,,York,PA,"York County",17404,US,York
1017940,"December 30, 2017",Florida,Tampa,"1806 N Nebraska Ave",1,1,N/A,27.961037,-82.451449,1,rooftop,1806,"N Nebraska Ave",,,Tampa,FL,"Hillsborough County",33602,US,Hillsborough
1017584,"December 30, 2017",Pennsylvania,Pittsburgh,"7000 block of Hermitage St",0,2,N/A,40.47441,-79.950968,0.33,place,,,,,Pittsburgh,PA,"Allegheny County",15201,US,"TIGER/Line® dataset from the US Census Bureau"
1017720,"December 30, 2017","South Carolina",Charleston,"1385 Ashley River Rd",0,0,N/A,32.79653,-80.005179,1,rooftop,1385,"Ashley River Rd",,,Charleston,SC,"Charleston County",29407,US,"City of Charleston"
1021774,"December 30, 2017",Illinois,"Mount Vernon","103 Potomac Blvd",0,0,N/A,38.318072,-88.956254,1,range_interpolation,103,"Potomac Blvd",,,"Mount Vernon",IL,"Jefferson County",62864,US,"TIGER/Line® dataset from the US Census Bureau"
1017128,"December 30, 2017",Florida,Miami,"1704 NW 7th St",0,1,N/A,25.779721,-80.22324,1,rooftop,1704,"NW 7th St",,,Miami,FL,"Miami-Dade County",33125,US,Miami2
1017902,"December 30, 2017",Oklahoma,Tulsa,"3300 E Pine St",0,1,N/A,36.17698,-95.940282,1,range_interpolation,3300,"E Pine St",,,Tulsa,OK,"Tulsa County",74115,US,"TIGER/Line® dataset from the US Census Bureau"
1022308,"December 30, 2017",Idaho,Mullan,"500 block of Pine St",0,0,N/A,47.465825,-115.765951,0.33,place,,,,,Mullan,ID,"Shoshone County",83846,US,"TIGER/Line® dataset from the US Census Bureau"
1017391,"December 30, 2017",California,"Redwood City","1900 Broadway",1,0,N/A,37.581345,-122.36887,0.9,rooftop,1900,Broadway,,,Burlingame,CA,"San Mateo County",94010,US,"San Mateo"
1017872,"December 30, 2017",Massachusetts,Boston,"22 Edge Hill St",0,0,N/A,42.32438,-71.10718,1,rooftop,22,"Edge Hill St",,,"Jamaica Plain",MA,"Suffolk County",02130,US,"City of Boston"
1017015,"December 30, 2017",Tennessee,Chattanooga,N/A,0,1,N/A,35.017818,-85.206426,1,place,,,,,Chattanooga,TN,"Hamilton County",37401,US,"TIGER/Line® dataset from the US Census Bureau"
1017235,"December 30, 2017",Connecticut,Manchester,"1540 Pleasant Valley Rd",1,0,N/A,41.806955,-72.556375,1,rooftop,1540,"Pleasant Valley Rd",,,Manchester,CT,"Hartford County",06042,US,"Connecticut Geospatial Information Systems Council"
1017839,"December 30, 2017",Maryland,Baltimore,"600 block of N Glover St",0,1,N/A,39.296536,-76.623489,0.33,place,,,,,Baltimore,MD,"Baltimore City",21201,US,"TIGER/Line® dataset from the US Census Bureau"
1017831,"December 30, 2017",Iowa,Muscatine,"Hershey Ave and Clinton St",0,0,N/A,41.414631,-91.066014,0.9,intersection,,"Clinton St",,,Muscatine,IA,"Muscatine County",52761,US,"TIGER/Line® dataset from the US Census Bureau"
1017383,"December 30, 2017",California,"San Pablo","2800 block of Valencia Way",1,1,N/A,37.959573,-122.334131,0.33,place,,,,,"San Pablo",CA,"Contra Costa County",94806,US,"TIGER/Line® dataset from the US Census Bureau"
1017829,"December 30, 2017",Maryland,Baltimore,"4200 block of Wabash Ave",0,1,N/A,39.296536,-76.623489,0.33,place,,,,,Baltimore,MD,"Baltimore City",21201,US,"TIGER/Line® dataset from the US Census Bureau"
1017334,"December 30, 2017",Louisiana,"Baton Rouge","1400 block of Lake Callais Ct",0,1,N/A,30.44924,-91.185607,0.33,place,,,,,"Baton Rouge",LA,"East Baton Rouge Parish",70801,US,"TIGER/Line® dataset from the US Census Bureau"
1017301,"December 30, 2017",Missouri,"Saint Louis","800 block of Riverview Blvd",0,1,N/A,38.631501,-90.19231,0.33,place,,,,,"Saint Louis",MO,"St. Louis City",63101,US,"TIGER/Line® dataset from the US Census Bureau"
1018470,"December 30, 2017",California,Modesto,"601 N Franklin St",1,0,N/A,37.644907,-121.012073,1,range_interpolation,601,"N Franklin St",,,Modesto,CA,"Stanislaus County",95351,US,"TIGER/Line® dataset from the US Census Bureau"
1017497,"December 30, 2017","New York",Brooklyn,"214 Bristol St",0,1,N/A,42.845342,-77.424156,0.27,place,,,,,Bristol,NY,"Ontario County",14469,US,"TIGER/Line® dataset from the US Census Bureau"
1017793,"December 30, 2017",California,Compton,"8000 block of Compton Ave",0,0,N/A,33.874815,-118.240208,0.33,place,,,,,Compton,CA,"Los Angeles County",90220,US,"TIGER/Line® dataset from the US Census Bureau"
1021138,"December 30, 2017",Ohio,Donnelsville,"E Main St",0,0,N/A,39.918043,-83.942469,1,street_center,,"E Main St",,,Donnelsville,OH,"Clark County",45319,US,"TIGER/Line® dataset from the US Census Bureau"
1017775,"December 30, 2017",California,Stockton,"500 Block of Marengo Ave",0,0,N/A,37.672196,-121.298794,0.33,place,,,,,Stockton,CA,"San Joaquin County",95201,US,"TIGER/Line® dataset from the US Census Bureau"
1018480,"December 30, 2017",Illinois,Peoria,"1100 S Matthew St",0,0,N/A,40.675746,-89.619165,1,rooftop,1100,"S Matthew St",,,Peoria,IL,"Peoria County",61605,US,Peoria
1017773,"December 30, 2017",California,Stockton,"2200 Block of Manthey Rd",0,0,N/A,37.672196,-121.298794,0.33,place,,,,,Stockton,CA,"San Joaquin County",95201,US,"TIGER/Line® dataset from the US Census Bureau"
1017770,"December 30, 2017",California,Stockton,"Access St and Tam O Shanter Dr",1,0,N/A,37.672196,-121.298794,0.33,place,,,,,Stockton,CA,"San Joaquin County",95201,US,"TIGER/Line® dataset from the US Census Bureau"
1017038,"December 30, 2017",Virginia,Hopewell,"4100 block of Robert E Lee Dr",0,1,N/A,37.286676,-77.296596,0.33,place,,,,,Hopewell,VA,"Hopewell City",23860,US,"TIGER/Line® dataset from the US Census Bureau"
1025768,"December 30, 2017",Wisconsin,Milwaukee,"Ogden Ave",0,0,N/A,43.047988,-87.90295,0.9,street_center,,"E Ogden Ave",,,Milwaukee,WI,"Milwaukee County",53202,US,"TIGER/Line® dataset from the US Census Bureau"
1017755,"December 30, 2017",Florida,"Anna Maria","Pine Ave and Gulf Dr",0,1,N/A,27.526913,-82.736797,0.91,intersection,,"Gulf Dr",,,"Anna Maria",FL,"Manatee County",34216,US,"TIGER/Line® dataset from the US Census Bureau"
1022012,"December 30, 2017",Florida,"Palm Beach Gardens (Riviera Beach)","Ave T",0,0,N/A,26.788556,-80.082023,1,street_center,,"Ave T",,,"West Palm Beach",FL,"Palm Beach County",33404,US,"TIGER/Line® dataset from the US Census Bureau"
1019328,"December 30, 2017",Illinois,Rockford,"1400 S Main St",0,1,N/A,42.258699,-89.101042,0.87,range_interpolation,1400,"S Main St",,,Rockford,IL,"Winnebago County",61102,US,"TIGER/Line® dataset from the US Census Bureau"
1032117,"December 30, 2017",California,"Los Angeles","15228 S Avalon Blvd",0,2,N/A,33.893919,-118.265041,1,range_interpolation,15228,"S Avalon Blvd",,,Compton,CA,"Los Angeles County",90220,US,"TIGER/Line® dataset from the US Census Bureau"
1017022,"December 30, 2017",Tennessee,Nashville,"707 19th Ave N",0,1,N/A,36.161595,-86.80474,1,rooftop,707,"19th Ave N",,,Nashville,TN,"Davidson County",37203,US,"City of Nashville"
1017070,"December 30, 2017",Indiana,Evansville,"5000 Monroe Ave",1,0,N/A,37.958479,-87.490024,1,range_interpolation,5000,"Monroe Ave",,,Evansville,IN,"Vanderburgh County",47715,US,"TIGER/Line® dataset from the US Census Bureau"
1020746,"December 30, 2017",Illinois,Aurora,"W Galena Blvd and S Stolp Ave",0,0,N/A,41.757202,-88.316347,0.86,intersection,,"S Stolp Ave",,,Aurora,IL,"Kane County",60506,US,"TIGER/Line® dataset from the US Census Bureau"
1017010,"December 30, 2017",Texas,Dallas,"11111 Walnut Hill Ln",0,1,N/A,32.879196,-96.69055,1,rooftop,11111,"Walnut Hill Ln",,,Dallas,TX,"Dallas County",75238,US,Dallas
1017003,"December 30, 2017",Kentucky,Lexington,"2300 block of Versailles Road",0,1,N/A,38.016674,-84.486043,0.33,place,,,,,Lexington,KY,"Fayette County",40502,US,"TIGER/Line® dataset from the US Census Bureau"
1018402,"December 30, 2017",Louisiana,Scott,"1100 block of Roper Drive",0,1,N/A,30.273,-92.100669,0.33,place,,,,,Scott,LA,"Lafayette Parish",70583,US,"TIGER/Line® dataset from the US Census Bureau"
1017573,"December 30, 2017",Illinois,Chicago,"5300 block of W Ohio St",0,1,N/A,41.88531,-87.62213,0.33,place,,,,,Chicago,IL,"Cook County",60601,US,"TIGER/Line® dataset from the US Census Bureau"
1018940,"December 30, 2017","New York",Attica,"Tooley Rd Exd",0,1,N/A,42.799624,-78.401262,0.9,street_center,,"Tooley Rd Exd",,,Crittenden,NY,"Wyoming County",14038,US,"TIGER/Line® dataset from the US Census Bureau"
1019469,"December 30, 2017",Iowa,"Cedar Rapids","1631 Bever Ave SE",0,1,N/A,41.984467,-91.646912,1,rooftop,1631,"Bever Ave SE",,,"Cedar Rapids",IA,"Linn County",52403,US,Linn
1017006,"December 30, 2017",Tennessee,Harriman,"200 block of Harding Road",1,0,N/A,35.919953,-84.516642,0.33,place,,,,,Harriman,TN,"Roane County",37748,US,"TIGER/Line® dataset from the US Census Bureau"
1017734,"December 30, 2017",Arkansas,Helena,"100 block of Oakland Street",1,1,N/A,42.801154,-83.125168,0.4,rooftop,100,"Blake St",,,Leonard,MI,"Oakland County",48367,US,Oakland
1016959,"December 30, 2017",Texas,Houston,"W Orem and Townwood",1,0,N/A,29.627868,-95.428088,0.8,intersection,,"Townwood Dr",,,Houston,TX,"Harris County",77045,US,"TIGER/Line® dataset from the US Census Bureau"
1017980,"December 30, 2017","North Carolina","High Point","523 Amos St",1,0,N/A,35.947053,-80.012481,1,rooftop,523,"Amos St",,,"High Point",NC,"Guilford County",27260,US,Guilford
1019775,"December 30, 2017",Florida,Bradenton,"600 Block of 22nd Ln E",0,0,N/A,27.494924,-82.537004,0.5,rooftop,600,"22nd Pl E",,,Bradenton,FL,"Manatee County",34208,US,Manatee
